Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label
ACC,CD47,CD47,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD47,39,40,4.22801055497391,5.20436384719875,0.976353292224841,1.22160805064481e-07,2.80969851648306e-06,****,P=1.22e-07,FDR=2.81e-06
ACC,CD276,CD276,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD276,39,40,5.68742187693574,6.42418111892105,0.736759241985308,2.02499874843284e-06,2.32874856069777e-05,****,P=2.02e-06,FDR=2.33e-05
ACC,MSI Score,Msi Score,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ACC/ACC_TIDE_score_long.csv,MSISCORE,39,40,0.999999935582439,1,6.44175609521014e-08,0.00453069384508317,0.034735319478971,**,P=0.00453,FDR=0.0347
ACC,CTL,Ctl,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ACC/ACC_TIDE_score_long.csv,CTL,39,40,2.24596,0.71016,-1.5358,0.021478736696948,0.123502736007451,*,P=0.0215,FDR=0.124
ACC,CD40LG,CD40lg,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD40LG,39,40,0.10929368902294,0.0578314146409529,-0.0514622743819872,0.0787999209294042,0.336914147403658,ns,P=0.0788,FDR=0.337
ACC,CD80,CD80,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD80,39,40,0.0621217119077975,0.122862684156772,0.0607409722489748,0.090177186523029,0.336914147403658,ns,P=0.0902,FDR=0.337
ACC,TNFRSF4,TNFrsf4,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,TNFRSF4,39,40,2.27061864083826,2.67436026909865,0.403741628260391,0.102539088340244,0.336914147403658,ns,P=0.103,FDR=0.337
ACC,CTLA4,CTLA4,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CTLA4,39,40,0.233765376808338,0.102384921293872,-0.131380455514467,0.135415301212325,0.350894555458214,ns,P=0.135,FDR=0.351
ACC,TIGIT,TIGIT,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,TIGIT,39,40,0.148218272154145,0.0612888333848083,-0.0869294387693368,0.137306565179301,0.350894555458214,ns,P=0.137,FDR=0.351
ACC,CD8,CD8,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ACC/ACC_TIDE_score_long.csv,CD8,39,40,0.57175,0.278075,-0.293675,0.165280179251045,0.358256856844499,ns,P=0.165,FDR=0.358
ACC,IFNG,IFNg,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/ACC/ACC_TIDE_score_long.csv,IFNG,39,40,64.8864333333334,43.0996,-21.7868333333334,0.171340235882152,0.358256856844499,ns,P=0.171,FDR=0.358
ACC,ICOS,Icos,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,ICOS,39,40,0.0851526805631383,0.0362565299446963,-0.048896150618442,0.19152161331071,0.36708309217886,ns,P=0.192,FDR=0.367
ACC,BTLA,Btla,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,BTLA,39,40,0.13815914522947,0.162205191447697,0.0240460462182263,0.24117669581958,0.42669723106541,ns,P=0.241,FDR=0.427
ACC,PDCD1,PDCD1,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,PDCD1,39,40,0.377512488485005,0.275404440359602,-0.102108048125403,0.261479307242738,0.42957314761307,ns,P=0.261,FDR=0.43
ACC,LAG3,LAG3,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,LAG3,39,40,0.740970721828284,0.758291617517195,0.0173208956889116,0.354108940802675,0.527606159106661,ns,P=0.354,FDR=0.528
ACC,CD40,CD40,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD40,39,40,4.48924748172708,3.60606957726571,-0.883177904461371,0.380150132234902,0.527606159106661,ns,P=0.38,FDR=0.528
ACC,IDO1,IDO1,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,IDO1,39,40,1.9175081369573,2.05129938317426,0.133791246216954,0.401808067011563,0.527606159106661,ns,P=0.402,FDR=0.528
ACC,CD86,CD86,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD86,39,40,2.01471235152137,1.73746594279504,-0.277246408726332,0.412909167996518,0.527606159106661,ns,P=0.413,FDR=0.528
ACC,PDCD1LG2,PDCD1lg2,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,PDCD1LG2,39,40,0.613531652917927,0.513015819993547,-0.10051583292438,0.562895469623571,0.681399779018007,ns,P=0.563,FDR=0.681
ACC,ICOSLG,Icoslg,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,ICOSLG,39,40,0.0746424379344928,0.0491402550419801,-0.0255021828925127,0.720397798801033,0.821387576064578,ns,P=0.72,FDR=0.821
ACC,CD274,CD274,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD274,39,40,0.765959006045755,0.676081850132627,-0.0898771559131277,0.749962569450267,0.821387576064578,ns,P=0.75,FDR=0.821
ACC,CD28,Cd28,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD28,39,40,0.372283512880528,0.307603385543657,-0.0646801273368715,0.848353978979109,0.88691552347816,ns,P=0.848,FDR=0.887
ACC,HAVCR2,HAVCR2,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,HAVCR2,39,40,2.39728273134515,2.28493390446176,-0.112348826883387,0.902445565137312,0.902445565137312,ns,P=0.902,FDR=0.902
BLCA,CD47,CD47,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD47,212,219,5.17855049226852,5.68101909140382,0.502468599135297,2.03497630445315e-09,4.68044550024224e-08,****,P=2.03e-09,FDR=4.68e-08
BLCA,CD276,CD276,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD276,212,219,5.73877909465739,6.15742576348118,0.418646668823786,3.35907091407757e-08,3.86293155118921e-07,****,P=3.36e-08,FDR=3.86e-07
BLCA,CD274,CD274,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD274,212,219,1.70809875459298,2.42945528388071,0.721356529287734,6.18666616513792e-08,4.74311072660574e-07,****,P=6.19e-08,FDR=4.74e-07
BLCA,LAG3,LAG3,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,LAG3,212,219,1.84595004033211,2.40615567439867,0.560205634066561,0.000756624232680415,0.00435058933791239,***,P=7.57e-04,FDR=0.00435
BLCA,CD80,CD80,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,CD80,212,219,0.441534437000552,0.593688408730069,0.152153971729518,0.00452884311365211,0.0175027595415274,**,P=0.00453,FDR=0.0175
BLCA,CD8,CD8,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BLCA/BLCA_TIDE_score_long.csv,CD8,203,203,2.2613,3.1467,0.8854,0.00456593727170279,0.0175027595415274,**,P=0.00457,FDR=0.0175
BLCA,TIGIT,TIGIT,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,TIGIT,212,219,1.23238446925722,1.57153119841353,0.339146729156317,0.00925652727058343,0.0304143038890599,**,P=0.00926,FDR=0.0304
BLCA,IFNG,IFNg,Immunotherapy biomarker,TIDEpy,D:/R_workspace/summary/Repairium_pancancer_analysis_plan/03-res/Figure2_pan_cancer/K_TIDE/BLCA/BLCA_TIDE_score_long.csv,IFNG,203,203,143.097166666667,168.26075,25.163583333333,0.0107381274604286,0.0308721164487322,*,P=0.0107,FDR=0.0309
BLCA,ICOS,Icos,Checkpoint / biomarker,log2(TPM+1),TCGA TPM,ICOS,212,219,0.929494592056182,1.18288294946117,0.253388357404989,0.0160270625208529,0.0409580486644019,*,P=0.016,FDR=0.041
